flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
48843.42403540454,2087175.3849488853,1.6520054456004898,90.48979052696217,3344059.201883927,4350927.858304159,0.02577929741362281,0.4866983937342868,0.055135236080710026,0.18629921982922804,0.03608168775575926,0.8411239097283967,0.0,0.0,1.8277251342325898,2.8793108534436103,12.724064435196059,2754.4669875087907,994.0379437009931,0.24830951835202597,0.8903536106977937,0.988397484323393,0.0,0.0,0.29579220512835724,0.0,0.49854735746521295,0.1525682140936615,0.0,0.7232301225512036,0.16767612827949108,0.6618592906226273,0.2398181713972246,6429.654440179615,3390.786127843789,4608.194313531994,3084.277747957541,4381.724974757456,6238.563451158543,9350512.108890928,5.175740404713269,13.83835995247581,3179.817245790235,38981731.068401776,0.6981744503402106,14.989166495674024
32979.07928064021,4693194.847846175,17.046762632937753,109.38575464090535,6254015.81822182,4814779.617502184,0.14932427330704837,0.3477976149436226,0.6252379276259868,0.008181346524973376,0.9026785246491049,0.49029239981696937,0.0,0.0,2.059029678330121,6.3153695910127725,36.024280866455626,571.7130542924818,2969.145428948284,0.7346563029620409,0.8789097264887853,0.9650774954050937,0.0,0.0,0.7674101186722929,0.0,0.09259403002072464,0.7758660577455812,0.0,0.04921887353771015,0.07531129927362978,0.40573983002951897,0.1466483414154699,51846.06306581233,1628.4277550112956,1436.5779434139922,7795.173028781284,470.04575914600116,6629.690378864225,68519507.97238348,9.06545657048713,21.711288142385317,4231.43176260652,26008196.027570687,0.07037058723243206,111.2266847928601
4070.6478525582665,9520026.69683227,7.279707471405327,138.46972597434427,3118814.5905114873,3556415.2497301446,0.14705013235439998,0.6895349067950162,0.6155826215332562,0.04519518824481794,0.18775872023029605,0.05823241819541025,0.0,0.0,1.576463680001799,1.4678208428242545,54.01633951150643,2165.117495907637,5825.543146842228,0.9783449700619138,0.3408169788861263,0.16069333394645635,0.0,0.0,0.06488908885031142,0.0,0.6651952562976063,0.2878043398206922,0.0,0.3243484082309501,0.5817617498840779,0.282883970254728,0.931782150884951,15982.677660832083,837.5479962965119,7000.560806984332,3527.917617552543,5771.792716598816,1535.6369132355796,26695640.195413746,6.679927540498696,120.69267272656495,235.87940446048452,6893630.701238693,0.20401648321583854,31.556232510174837
15872.786654753892,831277.8755004554,18.204355712345603,80.83378163520621,2686544.74535307,6023713.001294539,0.05328586532552165,0.10886201791085925,0.7631965227805548,0.49446758953516556,0.816902343738704,0.5945169816688779,0.0,0.0,0.5170519033465518,0.8252457557606965,63.84181602493058,390.91000437059125,1423.5516106912885,0.6173244911978265,0.1970667817766647,0.8384084917610594,0.0,0.0,0.08739777029527729,0.0,0.06174604213220369,0.9795423231239204,0.0,0.43115316245500035,0.9237330612021262,0.8602471190432075,0.23633993881050075,56463.765897580895,386.4346919441051,9288.623250187291,5775.700693637835,2057.1707291343905,3053.442893258477,35280678.612866275,1.0227677668049917,74.84596271759051,3555.891101015104,1984805.4877881529,0.0041307439400347645,117.67195928541315
6218.154495928633,1488731.4119269974,20.854455924168185,65.10647726476589,3684831.3042859808,2669575.2980802106,0.10946585895877292,0.8048665898678827,0.36509356391214776,0.7975031948192587,0.30474545224079674,0.3592629040897124,0.0,0.0,1.8166094678869131,6.44688901529599,7.8498818316537555,2482.701016529512,5154.9517635552975,0.708955277048242,0.061842277827629855,0.17020489194550048,0.0,0.0,0.8826781723876443,0.0,0.6447938214390547,0.269988928959211,0.0,0.36029126044253945,0.6391513731376424,0.5505472434045111,0.20890492819431317,24922.826163531405,2826.091512553062,1722.2306937386697,7995.3396940818175,1726.2686948069936,6704.523099048746,6324286.506837661,8.906644375335615,22.287234087310694,6011.636047751317,4576388.498922117,0.08288994352135792,69.63209778957881
6591.935460829032,4559740.197598784,32.21205573771927,189.8650175193148,4449978.68460943,1302612.0412497616,0.036643695683351775,0.6889937005575048,0.32518806785399224,0.2661813936347275,0.6925828558273942,0.39674917055312164,0.0,0.0,1.125054378894937,4.530062614341375,53.89602974374553,2729.344944301593,7134.889549424775,0.7583948672337795,0.5599961972916824,0.7155618724012085,0.0,0.0,0.5025317777055262,0.0,0.36365061242607755,0.4337404295261378,0.0,0.1419507448198425,0.18754789589239762,0.41404389272973563,0.6990692335238332,35649.018413856174,128.66335261599266,4245.720388577291,2618.88954344861,5004.261964455333,846.0005560136781,159764397.61562547,13.502729145521545,18.58172719632328,5277.170434229647,25635493.420088887,0.0915265884425368,142.91845904182102
43261.88191347232,8013377.011942887,36.63297467584621,214.921051174789,4788545.233419741,2915351.936186022,0.15012343465011097,0.5930031956864683,0.24482302646137666,0.7200645563070304,0.8017995435171754,0.4706642959775317,0.0,0.0,1.5199916882572937,1.4896132292666104,40.85222176872572,1024.8728075197648,780.2296624058635,0.309998968085476,0.16657549919828374,0.12765497231261147,0.0,0.0,0.6616381141199736,0.0,0.5348892698538984,0.3502340474750716,0.0,0.5620644110578799,0.4337360067225018,0.3065762933466357,0.14918023207922526,4515.68262649983,1849.548744683025,14626.557578010834,802.2078720863312,2914.6246372011246,4936.104326806582,19613484.88549456,7.507236495014911,13.769880194921505,7821.300134946219,6925723.934723764,0.6574091384687093,165.45608708692163
31786.474144647556,5842812.698971628,10.71719279256067,95.21201295788077,4242926.890889745,4204700.414748478,0.042694042311549975,0.4423709499505424,0.3846862965098171,0.09986606868040626,0.8109266456731526,0.0514931914119684,0.0,0.0,0.005298372170331789,3.4788350804650596,53.51110984749507,721.8716797528023,3544.2552161679714,0.8228440236547004,0.30909565559773167,0.9017010485863288,0.0,0.0,0.11097009241982747,0.0,0.46897016366201205,0.31757196251298325,0.0,0.35655575388288097,0.5597929854861686,0.26056794659020655,0.9055971459521939,23836.78076581774,2353.665910401281,15893.416926254842,5186.320192801135,4471.860507616853,385.9140481137482,122960437.5617679,4.636408130402187,50.960941867239676,7570.488417666797,15787861.735425754,0.898616255768222,53.18483594115212
439.853113614852,1812890.73904734,5.452846409214286,251.64254371400844,4482812.811058432,5315139.870361373,0.021673325920494077,0.9278246663809641,0.8726261387582441,0.5917927053214234,0.8885403188860772,0.35861295269131255,0.0,0.0,0.15145241725087655,0.36203448059364707,62.37737051839423,131.78170874834578,2003.7267320367587,0.2413589369140945,0.843784030732782,0.9933347625455118,0.0,0.0,0.9195886212206559,0.0,0.02394108839208109,0.38652931829241033,0.0,0.47884585690565284,0.04576286497623283,0.17150639929563805,0.5747283973222732,42117.388694375186,3109.295150644688,12612.114175340937,5374.091239482224,1862.8519640888826,1000.5148563097398,83486101.77623443,1.3022013616858223,69.14808633087924,5718.729205885573,34212589.68044292,0.859399384154817,124.64533396955181
23716.680017718194,893839.0528621603,26.462812028748264,203.25425468888483,3814680.45858449,231511.01254751324,0.032438293673535165,0.07738125275311991,0.8692280809626193,0.09128174665884747,0.5159648896074934,0.811234423877539,0.0,0.0,1.9497585304043212,6.905559569200594,48.60844151631948,336.5367973100378,3556.780087793067,0.5014516906341048,0.0986126302928183,0.8551099865824928,0.0,0.0,0.46601407645657145,0.0,0.4300967959070655,0.5450938356228792,0.0,0.45447741014537635,0.05549226824982045,0.7854365826007148,0.5830478582834793,20035.71567204696,1686.0401709429113,12547.112800077575,6597.889259838311,510.91319285303496,4710.194899178116,85857033.80211069,11.407822047889871,21.019407047607537,5317.0599891801885,9002987.773771722,0.23313304219736097,152.595357363163
